"monthseq"|"month"|"flodfreqcl"|"floddurcl"|"pondfreqcl"|"ponddurcl"|"ponddep_l"|"ponddep_r"|"ponddep_h"|"dlyavgprecip_l"|"dlyavgprecip_r"|"dlyavgprecip_h"|"dlyavgpotet_l"|"dlyavgpotet_r"|"dlyavgpotet_h"|"cokey"|"comonthkey"
10|"October"|""|""|"None"|""||||||||||24243103|253415025
9|"September"|""|""|"None"|""||||||||||24243103|253415030
7|"July"|""|""|"None"|""||||||||||24243103|253415031
8|"August"|""|""|"None"|""||||||||||24243103|253415027
5|"May"|""|""|"None"|""||||||||||24243103|253415029
6|"June"|""|""|"None"|""||||||||||24243103|253415023
4|"April"|""|""|"None"|""||||||||||24243103|253415024
4|"April"|"None"|""|"None"|""||||||||||24243104|253415040
6|"June"|"None"|""|"None"|""||||||||||24243104|253415042
3|"March"|"None"|""|"None"|""||||||||||24243104|253415034
1|"January"|"None"|""|"None"|""||||||||||24243104|253415035
2|"February"|"None"|""|"None"|""||||||||||24243104|253415033
5|"May"|"None"|""|"None"|""||||||||||24243104|253415038
7|"July"|"None"|""|"None"|""||||||||||24243104|253415043
8|"August"|"None"|""|"None"|""||||||||||24243104|253415037
9|"September"|"None"|""|"None"|""||||||||||24243104|253415041
10|"October"|"None"|""|"None"|""||||||||||24243104|253415036
11|"November"|"None"|""|"None"|""||||||||||24243104|253415039
12|"December"|"None"|""|"None"|""||||||||||24243104|253415044
4|"April"|"None"|""|"None"|""||||||||||24242803|253411445
5|"May"|"None"|""|"None"|""||||||||||24242803|253411456
6|"June"|"None"|""|"None"|""||||||||||24242803|253411447
3|"March"|"None"|""|"None"|""||||||||||24242803|253411450
2|"February"|"None"|""|"None"|""||||||||||24242803|253411446
1|"January"|"None"|""|"None"|""||||||||||24242803|253411452
7|"July"|"None"|""|"None"|""||||||||||24242803|253411453
8|"August"|"None"|""|"None"|""||||||||||24242803|253411451
9|"September"|"None"|""|"None"|""||||||||||24242803|253411455
10|"October"|"None"|""|"None"|""||||||||||24242803|253411449
11|"November"|"None"|""|"None"|""||||||||||24242803|253411448
12|"December"|"None"|""|"None"|""||||||||||24242803|253411454
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242804|253411458
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242804|253411462
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242804|253411464
12|"December"|""|""|"None"|""||||||||||24242804|253411468
11|"November"|""|""|"None"|""||||||||||24242804|253411457
10|"October"|""|""|"None"|""||||||||||24242804|253411461
9|"September"|""|""|"None"|""||||||||||24242804|253411466
8|"August"|""|""|"None"|""||||||||||24242804|253411463
7|"July"|""|""|"None"|""||||||||||24242804|253411467
6|"June"|""|""|"None"|""||||||||||24242804|253411459
5|"May"|""|""|"None"|""||||||||||24242804|253411465
4|"April"|""|""|"None"|""||||||||||24242804|253411460
4|"April"|"None"|""|"None"|""||||||||||24242805|253411476
6|"June"|"None"|""|"None"|""||||||||||24242805|253411478
5|"May"|"None"|""|"None"|""||||||||||24242805|253411474
3|"March"|"None"|""|"None"|""||||||||||24242805|253411470
2|"February"|"None"|""|"None"|""||||||||||24242805|253411469
1|"January"|"None"|""|"None"|""||||||||||24242805|253411471
7|"July"|"None"|""|"None"|""||||||||||24242805|253411479
8|"August"|"None"|""|"None"|""||||||||||24242805|253411473
9|"September"|"None"|""|"None"|""||||||||||24242805|253411477
10|"October"|"None"|""|"None"|""||||||||||24242805|253411472
11|"November"|"None"|""|"None"|""||||||||||24242805|253411475
12|"December"|"None"|""|"None"|""||||||||||24242805|253411480
4|"April"|"None"|""|"None"|""||||||||||24243066|253414582
3|"March"|"None"|""|"None"|""||||||||||24243066|253414585
2|"February"|"None"|""|"None"|""||||||||||24243066|253414581
1|"January"|"None"|""|"None"|""||||||||||24243066|253414586
6|"June"|"None"|""|"None"|""||||||||||24243066|253414583
5|"May"|"None"|""|"None"|""||||||||||24243066|253414579
8|"August"|"None"|""|"None"|""||||||||||24243066|253414587
7|"July"|"None"|""|"None"|""||||||||||24243066|253414578
10|"October"|"None"|""|"None"|""||||||||||24243066|253414584
9|"September"|"None"|""|"None"|""||||||||||24243066|253414577
12|"December"|"None"|""|"None"|""||||||||||24243066|253414588
11|"November"|"None"|""|"None"|""||||||||||24243066|253414580
4|"April"|"None"|""|"None"|""||||||||||24243067|253414594
3|"March"|"None"|""|"None"|""||||||||||24243067|253414597
2|"February"|"None"|""|"None"|""||||||||||24243067|253414593
1|"January"|"None"|""|"None"|""||||||||||24243067|253414598
6|"June"|"None"|""|"None"|""||||||||||24243067|253414595
5|"May"|"None"|""|"None"|""||||||||||24243067|253414591
8|"August"|"None"|""|"None"|""||||||||||24243067|253414599
7|"July"|"None"|""|"None"|""||||||||||24243067|253414590
10|"October"|"None"|""|"None"|""||||||||||24243067|253414596
9|"September"|"None"|""|"None"|""||||||||||24243067|253414589
12|"December"|"None"|""|"None"|""||||||||||24243067|253414600
11|"November"|"None"|""|"None"|""||||||||||24243067|253414592
10|"October"|"None"|""|""|""||||||||||24243068|253414607
9|"September"|"None"|""|""|""||||||||||24243068|253414612
8|"August"|"None"|""|""|""||||||||||24243068|253414606
7|"July"|"None"|""|""|""||||||||||24243068|253414609
6|"June"|"None"|""|""|""||||||||||24243068|253414604
11|"November"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24243068|253414602
12|"December"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24243068|253414610
5|"May"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24243068|253414611
1|"January"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24243068|253414605
2|"February"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24243068|253414603
4|"April"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24243068|253414601
3|"March"|"None"|""|"Frequent"|"Long (7 to 30 days)"|0|7|15|||||||24243068|253414608
6|"June"|"None"|""|"None"|""||||||||||24243069|253414619
4|"April"|"None"|""|"None"|""||||||||||24243069|253414618
3|"March"|"None"|""|"None"|""||||||||||24243069|253414621
2|"February"|"None"|""|"None"|""||||||||||24243069|253414617
1|"January"|"None"|""|"None"|""||||||||||24243069|253414622
5|"May"|"None"|""|"None"|""||||||||||24243069|253414615
7|"July"|"None"|""|"None"|""||||||||||24243069|253414614
8|"August"|"None"|""|"None"|""||||||||||24243069|253414623
9|"September"|"None"|""|"None"|""||||||||||24243069|253414613
10|"October"|"None"|""|"None"|""||||||||||24243069|253414620
11|"November"|"None"|""|"None"|""||||||||||24243069|253414616
12|"December"|"None"|""|"None"|""||||||||||24243069|253414624
3|"March"|"None"|""|"None"|""||||||||||24243105|253415055
4|"April"|"None"|""|"None"|""||||||||||24243105|253415049
6|"June"|"None"|""|"None"|""||||||||||24243105|253415052
1|"January"|"None"|""|"None"|""||||||||||24243105|253415056
2|"February"|"None"|""|"None"|""||||||||||24243105|253415051
5|"May"|"None"|""|"None"|""||||||||||24243105|253415048
8|"August"|"None"|""|"None"|""||||||||||24243105|253415053
7|"July"|"None"|""|"None"|""||||||||||24243105|253415047
10|"October"|"None"|""|"None"|""||||||||||24243105|253415054
9|"September"|"None"|""|"None"|""||||||||||24243105|253415046
12|"December"|"None"|""|"None"|""||||||||||24243105|253415045
11|"November"|"None"|""|"None"|""||||||||||24243105|253415050
3|"March"|"None"|""|"None"|""||||||||||24243106|253415065
4|"April"|"None"|""|"None"|""||||||||||24243106|253415062
6|"June"|"None"|""|"None"|""||||||||||24243106|253415060
1|"January"|"None"|""|"None"|""||||||||||24243106|253415067
2|"February"|"None"|""|"None"|""||||||||||24243106|253415061
5|"May"|"None"|""|"None"|""||||||||||24243106|253415059
8|"August"|"None"|""|"None"|""||||||||||24243106|253415066
7|"July"|"None"|""|"None"|""||||||||||24243106|253415058
10|"October"|"None"|""|"None"|""||||||||||24243106|253415064
9|"September"|"None"|""|"None"|""||||||||||24243106|253415057
12|"December"|"None"|""|"None"|""||||||||||24243106|253415068
11|"November"|"None"|""|"None"|""||||||||||24243106|253415063
3|"March"|"None"|""|"None"|""||||||||||24243107|253415069
4|"April"|"None"|""|"None"|""||||||||||24243107|253415076
6|"June"|"None"|""|"None"|""||||||||||24243107|253415071
1|"January"|"None"|""|"None"|""||||||||||24243107|253415075
2|"February"|"None"|""|"None"|""||||||||||24243107|253415073
5|"May"|"None"|""|"None"|""||||||||||24243107|253415078
8|"August"|"None"|""|"None"|""||||||||||24243107|253415079
7|"July"|"None"|""|"None"|""||||||||||24243107|253415077
10|"October"|"None"|""|"None"|""||||||||||24243107|253415074
9|"September"|"None"|""|"None"|""||||||||||24243107|253415070
12|"December"|"None"|""|"None"|""||||||||||24243107|253415072
11|"November"|"None"|""|"None"|""||||||||||24243107|253415080
6|"June"|"None"|""|"None"|""||||||||||24243070|253414627
5|"May"|"None"|""|"None"|""||||||||||24243070|253414634
4|"April"|"None"|""|"None"|""||||||||||24243070|253414632
3|"March"|"None"|""|"None"|""||||||||||24243070|253414625
2|"February"|"None"|""|"None"|""||||||||||24243070|253414629
1|"January"|"None"|""|"None"|""||||||||||24243070|253414631
7|"July"|"None"|""|"None"|""||||||||||24243070|253414633
8|"August"|"None"|""|"None"|""||||||||||24243070|253414635
9|"September"|"None"|""|"None"|""||||||||||24243070|253414626
10|"October"|"None"|""|"None"|""||||||||||24243070|253414630
11|"November"|"None"|""|"None"|""||||||||||24243070|253414636
12|"December"|"None"|""|"None"|""||||||||||24243070|253414628
6|"June"|"None"|""|"None"|""||||||||||24243071|253414645
5|"May"|"None"|""|"None"|""||||||||||24243071|253414642
4|"April"|"None"|""|"None"|""||||||||||24243071|253414646
3|"March"|"None"|""|"None"|""||||||||||24243071|253414638
2|"February"|"None"|""|"None"|""||||||||||24243071|253414647
1|"January"|"None"|""|"None"|""||||||||||24243071|253414637
7|"July"|"None"|""|"None"|""||||||||||24243071|253414644
8|"August"|"None"|""|"None"|""||||||||||24243071|253414640
9|"September"|"None"|""|"None"|""||||||||||24243071|253414643
10|"October"|"None"|""|"None"|""||||||||||24243071|253414639
11|"November"|"None"|""|"None"|""||||||||||24243071|253414648
12|"December"|"None"|""|"None"|""||||||||||24243071|253414641
6|"June"|"None"|""|"None"|""||||||||||24243072|253414657
5|"May"|"None"|""|"None"|""||||||||||24243072|253414654
4|"April"|"None"|""|"None"|""||||||||||24243072|253414655
3|"March"|"None"|""|"None"|""||||||||||24243072|253414652
2|"February"|"None"|""|"None"|""||||||||||24243072|253414658
1|"January"|"None"|""|"None"|""||||||||||24243072|253414656
7|"July"|"None"|""|"None"|""||||||||||24243072|253414659
8|"August"|"None"|""|"None"|""||||||||||24243072|253414660
9|"September"|"None"|""|"None"|""||||||||||24243072|253414650
10|"October"|"None"|""|"None"|""||||||||||24243072|253414653
11|"November"|"None"|""|"None"|""||||||||||24243072|253414651
12|"December"|"None"|""|"None"|""||||||||||24243072|253414649
3|"March"|"None"|""|"None"|""||||||||||24242921|253412864
6|"June"|"None"|""|"None"|""||||||||||24242921|253412872
5|"May"|"None"|""|"None"|""||||||||||24242921|253412868
4|"April"|"None"|""|"None"|""||||||||||24242921|253412870
2|"February"|"None"|""|"None"|""||||||||||24242921|253412871
1|"January"|"None"|""|"None"|""||||||||||24242921|253412863
7|"July"|"None"|""|"None"|""||||||||||24242921|253412866
8|"August"|"None"|""|"None"|""||||||||||24242921|253412861
9|"September"|"None"|""|"None"|""||||||||||24242921|253412869
10|"October"|"None"|""|"None"|""||||||||||24242921|253412865
11|"November"|"None"|""|"None"|""||||||||||24242921|253412862
12|"December"|"None"|""|"None"|""||||||||||24242921|253412867
3|"March"|"None"|""|"None"|""||||||||||24242922|253412874
6|"June"|"None"|""|"None"|""||||||||||24242922|253412882
5|"May"|"None"|""|"None"|""||||||||||24242922|253412878
4|"April"|"None"|""|"None"|""||||||||||24242922|253412880
2|"February"|"None"|""|"None"|""||||||||||24242922|253412873
1|"January"|"None"|""|"None"|""||||||||||24242922|253412875
7|"July"|"None"|""|"None"|""||||||||||24242922|253412883
8|"August"|"None"|""|"None"|""||||||||||24242922|253412877
9|"September"|"None"|""|"None"|""||||||||||24242922|253412881
10|"October"|"None"|""|"None"|""||||||||||24242922|253412876
11|"November"|"None"|""|"None"|""||||||||||24242922|253412879
12|"December"|"None"|""|"None"|""||||||||||24242922|253412884
3|"March"|"None"|""|"None"|""||||||||||24242923|253412893
6|"June"|"None"|""|"None"|""||||||||||24242923|253412888
5|"May"|"None"|""|"None"|""||||||||||24242923|253412887
4|"April"|"None"|""|"None"|""||||||||||24242923|253412890
2|"February"|"None"|""|"None"|""||||||||||24242923|253412889
1|"January"|"None"|""|"None"|""||||||||||24242923|253412895
7|"July"|"None"|""|"None"|""||||||||||24242923|253412886
8|"August"|"None"|""|"None"|""||||||||||24242923|253412894
9|"September"|"None"|""|"None"|""||||||||||24242923|253412885
10|"October"|"None"|""|"None"|""||||||||||24242923|253412892
11|"November"|"None"|""|"None"|""||||||||||24242923|253412891
12|"December"|"None"|""|"None"|""||||||||||24242923|253412896
2|"February"|""|""|""|""||||||||||24242547|253408388
3|"March"|""|""|""|""||||||||||24242547|253408392
1|"January"|""|""|""|""||||||||||24242547|253408389
5|"May"|""|""|""|""||||||||||24242547|253408393
6|"June"|""|""|""|""||||||||||24242547|253408391
7|"July"|""|""|""|""||||||||||24242547|253408390
4|"April"|""|""|""|""||||||||||24242547|253408385
8|"August"|""|""|""|""||||||||||24242547|253408386
9|"September"|""|""|""|""||||||||||24242547|253408396
10|"October"|""|""|""|""||||||||||24242547|253408395
11|"November"|""|""|""|""||||||||||24242547|253408394
12|"December"|""|""|""|""||||||||||24242547|253408387
1|"January"|""|""|""|""||||||||||24242971|253413453
2|"February"|""|""|""|""||||||||||24242971|253413452
3|"March"|""|""|""|""||||||||||24242971|253413456
4|"April"|""|""|""|""||||||||||24242971|253413449
5|"May"|""|""|""|""||||||||||24242971|253413457
6|"June"|""|""|""|""||||||||||24242971|253413455
7|"July"|""|""|""|""||||||||||24242971|253413454
8|"August"|""|""|""|""||||||||||24242971|253413450
9|"September"|""|""|""|""||||||||||24242971|253413460
10|"October"|""|""|""|""||||||||||24242971|253413459
11|"November"|""|""|""|""||||||||||24242971|253413458
12|"December"|""|""|""|""||||||||||24242971|253413451
2|"February"|""|""|""|""||||||||||24242548|253408400
3|"March"|""|""|""|""||||||||||24242548|253408404
1|"January"|""|""|""|""||||||||||24242548|253408401
5|"May"|""|""|""|""||||||||||24242548|253408405
7|"July"|""|""|""|""||||||||||24242548|253408402
6|"June"|""|""|""|""||||||||||24242548|253408403
4|"April"|""|""|""|""||||||||||24242548|253408397
8|"August"|""|""|""|""||||||||||24242548|253408398
9|"September"|""|""|""|""||||||||||24242548|253408408
10|"October"|""|""|""|""||||||||||24242548|253408407
11|"November"|""|""|""|""||||||||||24242548|253408406
12|"December"|""|""|""|""||||||||||24242548|253408399
4|"April"|"None"|""|"None"|""||||||||||24242889|253412483
3|"March"|"None"|""|"None"|""||||||||||24242889|253412480
6|"June"|"None"|""|"None"|""||||||||||24242889|253412485
5|"May"|"None"|""|"None"|""||||||||||24242889|253412482
2|"February"|"None"|""|"None"|""||||||||||24242889|253412486
1|"January"|"None"|""|"None"|""||||||||||24242889|253412484
7|"July"|"None"|""|"None"|""||||||||||24242889|253412487
8|"August"|"None"|""|"None"|""||||||||||24242889|253412488
9|"September"|"None"|""|"None"|""||||||||||24242889|253412478
10|"October"|"None"|""|"None"|""||||||||||24242889|253412481
11|"November"|"None"|""|"None"|""||||||||||24242889|253412479
12|"December"|"None"|""|"None"|""||||||||||24242889|253412477
4|"April"|"None"|""|"None"|""||||||||||24242890|253412497
3|"March"|"None"|""|"None"|""||||||||||24242890|253412489
6|"June"|"None"|""|"None"|""||||||||||24242890|253412499
5|"May"|"None"|""|"None"|""||||||||||24242890|253412495
2|"February"|"None"|""|"None"|""||||||||||24242890|253412498
1|"January"|"None"|""|"None"|""||||||||||24242890|253412490
7|"July"|"None"|""|"None"|""||||||||||24242890|253412494
8|"August"|"None"|""|"None"|""||||||||||24242890|253412491
9|"September"|"None"|""|"None"|""||||||||||24242890|253412496
10|"October"|"None"|""|"None"|""||||||||||24242890|253412492
11|"November"|"None"|""|"None"|""||||||||||24242890|253412500
12|"December"|"None"|""|"None"|""||||||||||24242890|253412493
4|"April"|"None"|""|"None"|""||||||||||24242891|253412510
3|"March"|"None"|""|"None"|""||||||||||24242891|253412504
6|"June"|"None"|""|"None"|""||||||||||24242891|253412512
5|"May"|"None"|""|"None"|""||||||||||24242891|253412509
2|"February"|"None"|""|"None"|""||||||||||24242891|253412511
1|"January"|"None"|""|"None"|""||||||||||24242891|253412503
7|"July"|"None"|""|"None"|""||||||||||24242891|253412506
8|"August"|"None"|""|"None"|""||||||||||24242891|253412502
9|"September"|"None"|""|"None"|""||||||||||24242891|253412508
10|"October"|"None"|""|"None"|""||||||||||24242891|253412505
11|"November"|"None"|""|"None"|""||||||||||24242891|253412501
12|"December"|"None"|""|"None"|""||||||||||24242891|253412507
3|"March"|"None"|""|"None"|""||||||||||24243185|253416012
4|"April"|"None"|""|"None"|""||||||||||24243185|253416005
1|"January"|"None"|""|"None"|""||||||||||24243185|253416009
2|"February"|"None"|""|"None"|""||||||||||24243185|253416008
5|"May"|"None"|""|"None"|""||||||||||24243185|253416013
6|"June"|"None"|""|"None"|""||||||||||24243185|253416011
